2394841189,0
2394849630,1
2394853399,0
2394853891,1
2394855455,0
2394855954,1
2394857519,0
2394858015,1
2394859585,0
2394860083,1
2394861650,0
2394862143,1
2394863713,0
2394864207,1
2394865773,0
2394866273,1
2394867840,0
2394868333,1
2394869900,0
2394870398,1
2394871974,0
2394872462,1
2394874043,0
2394874525,1
2394876098,0
2394876590,1
2394878158,0
2394878655,1
2394880232,0
2394880719,1
2394882284,0
2394882781,1
2394884360,0
2394884845,1
2394886412,0
2394886910,1
2394887453,0
2394887941,1
2394888485,0
2394888969,1
2394889507,0
2394889998,1
2394890542,0
2394891031,1
2394891572,0
2394892057,1
2394892597,0
2394893088,1
2394894658,0
2394895151,1
2394896719,0
2394897218,1
2394897757,0
2394898245,1
2394899818,0
2394900309,1
2394901882,0
2394902373,1
2394903944,0
2394904435,1
2394904979,0
2394905466,1
2394907045,0
2394907531,1
2394908066,0
2394908560,1
2394910139,0
2394910625,1
2394912202,0
2394920641,1
2394924415,0
2394924903,1
2394926482,0
2394926965,1
2394928545,0
2394929027,1
2394930608,0
2394931095,1
2394932680,0
2394933156,1
2394934734,0
2394935220,1
2394936799,0
2394937283,1
2394938861,0
2394939347,1
2394940928,0
2394941412,1
2394942985,0
2394943474,1
2394945051,0
2394945537,1
2394947113,0
2394947600,1
2394949181,0
2394949662,1
2394951243,0
2394951727,1
2394953303,0
2394953790,1
2394955364,0
2394955856,1
2394957436,0
2394957919,1
2394958470,0
2394958948,1
2394959489,0
2394959979,1
2394960520,0
2394961008,1
2394961552,0
2394962038,1
2394962582,0
2394963067,1
2394963614,0
2394964096,1
2394965676,0
2394966161,1
2394967744,0
2394968226,1
2394968775,0
2394969254,1
2394970836,0
2394971319,1
2394972902,0
2394973383,1
2394974960,0
2394975447,1
2394975997,0
2394976476,1
2394978060,0
2394978541,1
2394979085,0
2394979571,1
2394981156,0
2394981636,1
2394983221,0
2394991653,1
2394995435,0
2394995915,1
2394997501,0
2394997977,1
2394999565,0
2395000044,1
2395001628,0
2395002108,1
2395003691,0
2395004171,1
2395005757,0
2395006237,1
2395007823,0
2395008299,1
2395009884,0
2395010362,1
2395011947,0
2395012427,1
2395014015,0
2395014490,1
2395016074,0
2395016555,1
2395018142,0
2395018616,1
2395020213,0
2395020683,1
2395022271,0
2395022746,1
2395024331,0
2395024809,1
2395026393,0
2395026874,1
2395028462,0
2395028937,1
2395029491,0
2395029967,1
2395030517,0
2395030999,1
2395031549,0
2395032025,1
2395032578,0
2395033056,1
2395033606,0
2395034086,1
2395034638,0
2395035117,1
2395036706,0
2395037179,1
2395038773,0
2395039243,1
2395039805,0
2395040275,1
2395041864,0
2395042340,1
2395043922,0
2395044400,1
2395045987,0
2395046467,1
2395047017,0
2395047495,1
2395049087,0
2395049559,1
2395050110,0
2395050589,1
2395052171,0
2395052653,1
2395054239,0
2395062666,1
2395066449,0
2395066927,1
2395068519,0
2395068992,1
2395070586,0
2395071056,1
2395072643,0
2395073121,1
2395074709,0
2395075184,1
2395076770,0
2395077250,1
2395078837,0
2395079313,1
2395080897,0
2395081376,1
2395082957,0
2395083440,1
2395085042,0
2395085504,1
2395087086,0
2395087568,1
2395089156,0
2395089632,1
2395091218,0
2395091698,1
2395093278,0
2395093761,1
2395095355,0
2395095825,1
2395097407,0
2395097888,1
2395099471,0
2395099952,1
2395100505,0
2395100982,1
2395101536,0
2395102014,1
2395102563,0
2395103042,1
2395103590,0
2395104072,1
2395104627,0
2395105102,1
2395105655,0
2395106132,1
2395107719,0
2395108195,1
2395109781,0
2395110260,1
2395110816,0
2395111288,1
2395112872,0
2395113355,1
2395114941,0
2395115416,1
2395117002,0
2395117481,1
2395118033,0
2395118510,1
2395120093,0
2395120574,1
2395121124,0
2395121606,1
2395123189,0
2395123668,1
2395125259,0
2395133682,1
2395137469,0
2395137943,1
2395139537,0
2395140007,1
2395141602,0
2395142071,1
2395143658,0
2395144136,1
2395145724,0
2395146201,1
2395147794,0
2395148265,1
2395149878,0
2395150329,1
2395151928,0
2395152392,1
2395153980,0
2395154456,1
2395156048,0
2395156523,1
2395158113,0
2395158586,1
2395160173,0
2395160648,1
2395162240,0
2395162711,1
2395164302,0
2395164777,1
2395166378,0
2395166841,1
2395168426,0
2395168907,1
2395170498,0
2395170970,1
2395171525,0
2395172000,1
2395172554,0
2395173032,1
2395173583,0
2395174060,1
2395174613,0
2395175089,1
2395175646,0
2395176119,1
2395176675,0
2395177150,1
2395178741,0
2395179213,1
2395180802,0
2395181275,1
2395181832,0
2395182306,1
2395183890,0
2395184370,1
2395185955,0
2395186433,1
2395188024,0
2395188498,1
2395189051,0
2395189526,1
2395191118,0
2395191590,1
2395192144,0
2395192620,1
2395194207,0
2395194685,1
2395196272,0
2395204704,1
2395208490,0
2395208963,1
2395210557,0
2395211029,1
2395212619,0
2395213093,1
2395214679,0
2395215154,1
2395216743,0
2395217221,1
2395218810,0
2395219285,1
2395220871,0
2395221349,1
2395222938,0
2395223411,1
2395225004,0
2395225474,1
2395227065,0
2395227539,1
2395229126,0
2395229600,1
2395231189,0
2395231665,1
2395233251,0
2395233730,1
2395235323,0
2395235796,1
2395237380,0
2395237858,1
2395239445,0
2395239921,1
2395241515,0
2395241986,1
2395242549,0
2395243020,1
2395243575,0
2395244049,1
2395244603,0
2395245078,1
2395245634,0
2395246108,1
2395246665,0
2395247140,1
2395247695,0
2395248169,1
2395249756,0
2395250233,1
2395251820,0
2395252296,1
2395252856,0
2395253325,1
2395254912,0
2395255389,1
2395256983,0
2395257455,1
2395259047,0
2395259516,1
2395260072,0
2395260547,1
2395262138,0
2395262611,1
2395263170,0
2395263639,1
2395265229,0
2395265703,1
2395267294,0
2395275723,1
2395279509,0
2395279984,1
2395281579,0
2395282047,1
2395283639,0
2395284110,1
2395285702,0
2395286174,1
2395287763,0
2395288234,1
2395289828,0
2395290298,1
2395291892,0
2395292363,1
2395293950,0
2395294426,1
2395296010,0
2395296489,1
2395298078,0
2395298551,1
2395300144,0
2395300613,1
2395302203,0
2395302679,1
2395304268,0
2395304740,1
2395306326,0
2395306804,1
2395308394,0
2395308868,1
2395310454,0
2395310932,1
2395312520,0
2395312994,1
2395313554,0
2395314022,1
2395314581,0
2395315051,1
2395315607,0
2395316082,1
2395316640,0
2395317112,1
2395317665,0
2395318144,1
2395318701,0
2395319171,1
2395320759,0
2395321236,1
2395322830,0
2395323300,1
2395323867,0
2395324328,1
2395325922,0
2395326392,1
2395328001,0
2395328456,1
2395330044,0
2395330519,1
2395331080,0
2395331549,1
2395333137,0
2395333613,1
2395334167,0
2395334643,1
2395336231,0
2395336707,1
2395338291,0
2395346720,1
2395350507,0
2395350980,1
2395352574,0
2395353042,1
2395354632,0
2395355105,1
2395356697,0
2395357172,1
2395358756,0
2395359232,1
2395360827,0
2395361297,1
2395362880,0
2395363359,1
2395364948,0
2395365422,1
2395367010,0
2395367484,1
2395369082,0
2395369548,1
2395371137,0
2395371612,1
2395373204,0
2395373674,1
2395375262,0
2395375738,1
2395377325,0
2395377800,1
2395379395,0
2395379863,1
2395381453,0
2395381928,1
2395383516,0
2395383991,1
2395384554,0
2395385020,1
2395385580,0
2395386052,1
2395386606,0
2395387080,1
2395387639,0
2395388111,1
2395388669,0
2395389140,1
2395389699,0
2395390171,1
2395391762,0
2395392234,1
2395393833,0
2395394298,1
2395394861,0
2395395325,1
2395396927,0
2395397390,1
2395398985,0
2395399452,1
2395401048,0
2395401516,1
2395402076,0
2395402548,1
2395404140,0
2395404612,1
2395405170,0
2395405639,1
2395407231,0
2395407704,1
2395409298,0
2395417724,1
2395421511,0
2395421984,1
2395423585,0
2395424048,1
2395425650,0
2395426111,1
2395427710,0
2395428173,1
2395429771,0
2395430237,1
2395431832,0
2395432299,1
2395433893,0
2395434364,1
2395435958,0
2395436427,1
2395438020,0
2395438489,1
2395440086,0
2395440554,1
2395442152,0
2395442617,1
2395444209,0
2395444684,1
2395446277,0
2395446745,1
2395448344,0
2395448809,1
2395450406,0
2395450874,1
2395452470,0
2395452938,1
2395454536,0
2395455003,1
2395455566,0
2395456031,1
2395456592,0
2395457062,1
2395457626,0
2395458094,1
2395458660,0
2395459124,1
2395459687,0
2395460152,1
2395460711,0
2395461182,1
2395462778,0
2395463249,1
