2497065610,0
2497074026,1
2497077802,0
2497078284,1
2497079865,0
2497080349,1
2497081928,0
2497082408,1
2497083990,0
2497084473,1
2497086048,0
2497086538,1
2497088115,0
2497088598,1
2497090171,0
2497090661,1
2497092244,0
2497092724,1
2497094306,0
2497094787,1
2497096363,0
2497096852,1
2497098433,0
2497098910,1
2497100494,0
2497100978,1
2497102551,0
2497103037,1
2497104615,0
2497105099,1
2497106677,0
2497107162,1
2497108744,0
2497109225,1
2497110803,0
2497111290,1
2497111831,0
2497112316,1
2497112862,0
2497113345,1
2497113891,0
2497114376,1
2497114925,0
2497115404,1
2497116992,0
2497117467,1
2497119054,0
2497119532,1
2497121111,0
2497121592,1
2497122136,0
2497122619,1
2497123175,0
2497123651,1
2497125231,0
2497125712,1
2497127291,0
2497127775,1
2497129358,0
2497129837,1
2497131415,0
2497131900,1
2497132450,0
2497132930,1
2497134520,0
2497134991,1
2497135537,0
2497136021,1
2497137599,0
2497146035,1
2497149811,0
2497150295,1
2497151880,0
2497152357,1
2497153947,0
2497154419,1
2497156000,0
2497156479,1
2497158065,0
2497158542,1
2497160121,0
2497160607,1
2497162182,0
2497162672,1
2497164251,0
2497164732,1
2497166319,0
2497166793,1
2497168374,0
2497168856,1
2497170439,0
2497170919,1
2497172513,0
2497172986,1
2497174563,0
2497175044,1
2497176628,0
2497177110,1
2497178686,0
2497179171,1
2497180751,0
2497181235,1
2497182815,0
2497183295,1
2497183841,0
2497184326,1
2497184872,0
2497185352,1
2497185897,0
2497186382,1
2497186932,0
2497187413,1
2497188988,0
2497189471,1
2497191055,0
2497191538,1
2497193116,0
2497193597,1
2497194149,0
2497194627,1
2497195175,0
2497195656,1
2497197240,0
2497197720,1
2497199304,0
2497199782,1
2497201366,0
2497201846,1
2497203428,0
2497203906,1
2497204453,0
2497204937,1
2497206514,0
2497207003,1
2497207546,0
2497208028,1
2497209603,0
2497218045,1
2497221820,0
2497222305,1
2497223880,0
2497224364,1
2497225948,0
2497226427,1
2497228013,0
2497228493,1
2497230073,0
2497230553,1
2497232136,0
2497232616,1
2497234200,0
2497234681,1
2497236259,0
2497236738,1
2497238322,0
2497238806,1
2497240395,0
2497240868,1
2497242462,0
2497242928,1
2497244512,0
2497244995,1
2497246574,0
2497247057,1
2497248635,0
2497249122,1
2497250706,0
2497251181,1
2497252766,0
2497253248,1
2497254833,0
2497255310,1
2497255858,0
2497256341,1
2497256883,0
2497257367,1
2497257923,0
2497258399,1
2497258949,0
2497259427,1
2497261010,0
2497261492,1
2497263069,0
2497263554,1
2497265135,0
2497265614,1
2497266164,0
2497266644,1
2497267190,0
2497267673,1
2497269262,0
2497269734,1
2497271317,0
2497271798,1
2497273375,0
2497273861,1
2497275443,0
2497275921,1
2497276470,0
2497276953,1
2497278532,0
2497279014,1
2497279565,0
2497280043,1
2497281622,0
2497290052,1
2497293837,0
2497294308,1
2497295908,0
2497296371,1
2497297961,0
2497298432,1
2497300022,0
2497300495,1
2497302081,0
2497302559,1
2497304139,0
2497304622,1
2497306203,0
2497306687,1
2497308276,0
2497308746,1
2497310330,0
2497310813,1
2497312393,0
2497312875,1
2497314456,0
2497314935,1
2497316525,0
2497317000,1
2497318592,0
2497319062,1
2497320646,0
2497321127,1
2497322712,0
2497323188,1
2497324775,0
2497325251,1
2497326834,0
2497327313,1
2497327867,0
2497328343,1
2497328892,0
2497329368,1
2497329920,0
2497330400,1
2497330946,0
2497331429,1
2497333013,0
2497333490,1
2497335072,0
2497335553,1
2497337135,0
2497337617,1
2497338167,0
2497338645,1
2497339199,0
2497339675,1
2497341256,0
2497341736,1
2497343317,0
2497343799,1
2497345391,0
2497345862,1
2497347442,0
2497347925,1
2497348469,0
2497348955,1
2497350534,0
2497351020,1
2497351564,0
2497352046,1
